0.0020000000000000	-0.7629786931440887 0.2119272774782135 -0.2870081077285223	-0.1896349736739027 0.0486029999779678 -0.3886677210054234
0.0020000000000000	0.6301955620314998 -0.9802025117486567 -0.2368530599833768	0.4255868221364680 0.3331290586012839 -0.3658110428873598
0.0020000000000000	1.9667616108909092 -1.1742402846848186 -0.0799344878605734	-0.2116837573983012 0.4507230397584202 -0.0548665400373623
0.0020000000000000	-0.1599588307968853 -1.6479109784741617 0.1344274786396251	-0.4093895071632322 0.1669310954272523 0.0730870034249913
0.0020000000000000	0.5103397636547220 -0.6765458689129642 0.2154381283838734	0.2877263783883663 -0.0057038419163706 0.4038570108540641
0.0020000000000000	-0.0955065047109988 -1.5368889825169050 -0.5999469324074891	0.1815760387624084 0.1854712822554222 0.3612413504708863
0.0020000000000000	-0.3561256378354130 -1.3483208165151854 -0.2850060397106802	-0.4303249805280920 -0.3147014283614539 0.2881383182385522
0.0020000000000000	0.4021629390446628 1.0673462984776811 0.6269299285865239	0.0330595228892203 -0.3935856595708194 0.0726516101337163
0.0020000000000000	-0.8451321132493288 -0.7982506547221748 -0.1027477816919058	-0.0834425749235560 0.1700203499337770 0.2967167437678060
0.0020000000000000	0.3081455265361771 0.0722626946822191 0.4908429862970485	-0.6696424863961956 0.5946465985119179 -0.7343746393510125
0.0020000000000000	0.0474151516395327 -0.2206045976136564 0.6737441152562977	-0.1496229930492248 -1.1627836881716258 0.2671805311323002
0.0020000000000000	-0.1911914806056484 -1.2408281696016648 -0.0036976325149328	0.2027555706287176 -0.4733794296390971 0.2413734120274914
0.0020000000000000	0.3980793103825083 -0.0334091883165985 0.5940073572895723	0.2007851026235911 -0.4314162673482619 -0.2148988418863757
0.0020000000000000	0.0238330761591110 -0.0381092267095563 0.0549544592836392	-0.7819831762282136 0.0221804046557814 0.4294255946459968
0.0020000000000000	0.2179170671188551 1.0268815486671090 0.0784589115682880	0.1959049992128108 0.0353070574262708 0.0015929993024872
0.0020000000000000	-1.6976419368616766 0.1747570948791648 2.0263298480758776	-0.0704748424603336 0.0251858676272674 -0.3730054707621723
0.0020000000000000	3.2143318436855659 0.3723492017632576 -6.1683922282594059	-0.0483696489603958 0.0044200573109203 0.0767223209197005
